rmse,angular_error_deg,translation_error_px,scale_error_percent,true_rotation_deg,estimated_rotation_deg,true_translation_x,estimated_translation_x,true_translation_y,estimated_translation_y,true_scale,estimated_scale,parameter_value,num_matches,num_inliers
0.36099902,0.02127639591873276,0.5137865342529229,0.15778126329565625,-14.999999999999996,-14.97872360408126,-68.88815578387151,-69.3807101387391,41.878730417868184,42.024904322107616,1.1,1.1017355938962523,SIFT,75,57
3.3656676,0.489156092160556,3.5558326122120554,1.5172242025783922,-14.999999999999996,-15.489156092160538,-68.88815578387151,-71.88468056669689,41.878730417868184,39.964367653921876,1.1,1.1166894662283624,ORB,167,154
0.47406495,0.008712816345308738,0.7636336911391708,0.10535949488567974,-14.999999999999996,-14.99128718365469,-68.88815578387151,-68.28932171467635,41.878730417868184,42.35258078645936,1.1,1.0988410455562576,AKAZE,127,105
